state,year,median_income,col,mli,annual_surplus,surplus_pct
California,2011,57287,62080.75,0.923,-4793.75,-7.7
California,2012,58328,63391.14,0.92,-5063.139999999999,-8.0
California,2013,60190,64285.01,0.936,-4095.010000000002,-6.4
California,2014,61933,65790.85,0.941,-3857.850000000006,-5.9
California,2015,64500,66228.17,0.974,-1728.1699999999983,-2.6
California,2016,67739,67100.89,1.01,638.1100000000006,1.0
California,2017,71805,69430.23,1.034,2374.770000000004,3.4
California,2018,75277,71931.61,1.047,3345.3899999999994,4.7
California,2019,80440,73276.12,1.098,7163.880000000005,9.8
California,2021,84907,78110.68,1.087,6796.320000000007,8.7
California,2022,91551,83930.62,1.091,7620.380000000005,9.1
California,2023,95521,86984.47,1.098,8536.529999999999,9.8
Colorado,2008,56993,52647.63,1.083,4345.370000000003,8.3
Colorado,2009,55430,51658.68,1.073,3771.3199999999997,7.3
Colorado,2010,54046,51904.37,1.041,2141.6299999999974,4.1
Colorado,2011,55387,55327.3,1.001,59.69999999999709,0.1
Colorado,2012,56765,56127.79,1.011,637.2099999999991,1.1
Colorado,2013,58823,57225.66,1.028,1597.3399999999965,2.8
Colorado,2014,61303,58303.77,1.051,2999.230000000003,5.1
Colorado,2015,63909,58694.11,1.089,5214.889999999999,8.9
Colorado,2016,65685,59608.64,1.102,6076.360000000001,10.2
Colorado,2017,69117,61524.72,1.123,7592.279999999999,12.3
Colorado,2018,71953,62036.7,1.16,9916.300000000003,16.0
Colorado,2019,77127,64620.35,1.194,12506.650000000001,19.4
Colorado,2021,82254,68418.58,1.202,13835.419999999998,20.2
Colorado,2022,89302,73877.83,1.209,15424.169999999998,20.9
Colorado,2023,92911,76479.71,1.215,16431.289999999994,21.5
Connecticut,2008,68595,56857.39,1.206,11737.61,20.6
Connecticut,2009,67034,57069.57,1.175,9964.43,17.5
Connecticut,2010,64032,55640.64,1.151,8391.36,15.1
Connecticut,2011,65753,58067.91,1.132,7685.0899999999965,13.2
Connecticut,2012,67276,59500.0,1.131,7776.0,13.1
Connecticut,2013,67098,60127.85,1.116,6970.1500000000015,11.6
Connecticut,2014,70048,60610.3,1.156,9437.699999999997,15.6
Connecticut,2015,71346,61409.68,1.162,9936.32,16.2
Connecticut,2016,73433,61407.65,1.196,12025.349999999999,19.6
Connecticut,2017,74168,61970.21,1.197,12197.79,19.7
Connecticut,2018,76348,62454.22,1.222,13893.779999999999,22.2
Connecticut,2019,78833,62650.89,1.258,16182.11,25.8
Connecticut,2021,83771,66378.2,1.262,17392.800000000003,26.2
Connecticut,2022,88429,73330.73,1.206,15098.270000000004,20.6
Connecticut,2023,91665,74377.3,1.232,17287.699999999997,23.2
Delaware,2008,57989,49253.13,1.177,8735.870000000003,17.7
Delaware,2009,56860,50277.48,1.131,6582.519999999997,13.1
Delaware,2010,55847,50482.05,1.106,5364.949999999997,10.6
Delaware,2011,58814,51935.12,1.132,6878.879999999997,13.2
Delaware,2012,58415,52532.7,1.112,5882.300000000003,11.2
Delaware,2013,57846,52914.59,1.093,4931.4100000000035,9.3
Delaware,2014,59716,54664.41,1.092,5051.5899999999965,9.2
Delaware,2015,61255,53011.07,1.156,8243.93,15.6
Delaware,2016,61757,53822.63,1.147,7934.370000000003,14.7
Delaware,2017,62852,54969.61,1.143,7882.389999999999,14.3
Delaware,2018,64805,57310.6,1.131,7494.4000000000015,13.1
Delaware,2019,70176,57630.27,1.218,12545.730000000003,21.8
Delaware,2021,71091,60745.14,1.17,10345.86,17.0
Delaware,2022,82174,66373.52,1.238,15800.479999999996,23.8
Delaware,2023,81361,69778.75,1.166,11582.25,16.6
Florida,2008,47778,51611.62,0.926,-3833.6200000000026,-7.4
Florida,2009,44736,50241.01,0.89,-5505.010000000002,-11.0
Florida,2010,44409,50951.28,0.872,-6542.279999999999,-12.8
Florida,2011,44299,52903.38,0.837,-8604.379999999997,-16.3
Florida,2012,45040,54271.01,0.83,-9231.010000000002,-17.0
Florida,2013,46036,54841.4,0.839,-8805.400000000001,-16.1
Florida,2014,47463,55830.47,0.85,-8367.470000000001,-15.0
Florida,2015,49426,55973.82,0.883,-6547.82,-11.7
Florida,2016,50860,56612.53,0.898,-5752.529999999999,-10.2
Florida,2017,52594,58112.11,0.905,-5518.110000000001,-9.5
Florida,2018,55462,59375.0,0.934,-3913.0,-6.6
Florida,2019,59227,60245.14,0.983,-1018.1399999999994,-1.7
Florida,2021,63062,64961.56,0.971,-1899.5599999999977,-2.9
Florida,2022,69303,71200.12,0.973,-1897.1199999999953,-2.7
Florida,2023,73311,75811.47,0.967,-2500.470000000001,-3.3
Georgia,2008,50861,45672.25,1.114,5188.75,11.4
Georgia,2009,47590,44662.66,1.066,2927.3399999999965,6.6
Georgia,2010,46430,46283.79,1.003,146.20999999999913,0.3
Georgia,2011,46007,47615.8,0.966,-1608.800000000003,-3.4
Georgia,2012,47209,49241.56,0.959,-2032.5599999999977,-4.1
Georgia,2013,47829,49693.13,0.962,-1864.1299999999974,-3.8
Georgia,2014,49321,50422.97,0.978,-1101.9700000000012,-2.2
Georgia,2015,51244,50207.1,1.021,1036.9000000000015,2.1
Georgia,2016,53559,50946.49,1.051,2612.510000000002,5.1
Georgia,2017,56183,52290.37,1.074,3892.6299999999974,7.4
Georgia,2018,58756,53546.99,1.097,5209.010000000002,9.7
Georgia,2019,61980,54212.0,1.143,7768.0,14.3
Georgia,2021,66559,58603.98,1.136,7955.019999999997,13.6
Georgia,2022,72837,63907.29,1.14,8929.71,14.0
Georgia,2023,74632,67032.14,1.113,7599.860000000001,11.3
Hawaii,2008,67214,58070.55,1.157,9143.449999999997,15.7
Hawaii,2009,64098,58440.81,1.097,5657.190000000002,9.7
Hawaii,2010,63030,58346.88,1.08,4683.120000000003,8.0
Hawaii,2011,61821,60363.23,1.024,1457.7699999999968,2.4
Hawaii,2012,66259,60301.51,1.099,5957.489999999998,9.9
Hawaii,2013,68020,64674.24,1.052,3345.760000000002,5.2
Hawaii,2014,69592,64388.03,1.081,5203.970000000001,8.1
Hawaii,2015,73486,65959.57,1.114,7526.429999999993,11.4
Hawaii,2016,74511,64383.46,1.157,10127.54,15.7
Hawaii,2017,77765,67747.7,1.148,10017.300000000003,14.8
Hawaii,2018,80212,69016.16,1.162,11195.839999999997,16.2
Hawaii,2019,83102,70317.87,1.182,12784.130000000005,18.2
Hawaii,2021,84857,73832.26,1.149,11024.740000000005,14.9
Hawaii,2022,92458,78330.58,1.18,14127.419999999998,18.0
Hawaii,2023,95322,79374.18,1.201,15947.820000000007,20.1
Idaho,2008,47576,46509.55,1.023,1066.449999999997,2.3
Idaho,2009,44926,45890.82,0.979,-964.8199999999997,-2.1
Idaho,2010,43490,45831.89,0.949,-2341.8899999999994,-5.1
Idaho,2011,43341,47865.02,0.905,-4524.019999999997,-9.5
Idaho,2012,45489,48555.81,0.937,-3066.8099999999977,-6.3
Idaho,2013,46783,49515.39,0.945,-2732.3899999999994,-5.5
Idaho,2014,47861,50115.04,0.955,-2254.040000000001,-4.5
Idaho,2015,48275,49988.19,0.966,-1713.1900000000023,-3.4
Idaho,2016,51807,49885.89,1.039,1921.1100000000006,3.9
Idaho,2017,52225,51799.91,1.008,425.0899999999965,0.8
Idaho,2018,55583,52096.61,1.067,3486.3899999999994,6.7
Idaho,2019,60999,53323.03,1.144,7675.970000000001,14.4
Idaho,2021,66474,57074.59,1.165,9399.410000000003,16.5
Idaho,2022,72785,62518.54,1.164,10266.46,16.4
Idaho,2023,74942,64464.16,1.163,10477.839999999997,16.3
Illinois,2008,56235,49969.6,1.125,6265.4000000000015,12.5
Illinois,2009,53966,50249.65,1.074,3716.3499999999985,7.4
Illinois,2010,52972,51452.85,1.03,1519.1500000000015,3.0
Illinois,2011,53234,53359.77,0.998,-125.7699999999968,-0.2
Illinois,2012,55137,53864.37,1.024,1272.6299999999974,2.4
Illinois,2013,56210,54451.94,1.032,1758.0599999999977,3.2
Illinois,2014,57444,55102.13,1.043,2341.8700000000026,4.3
Illinois,2015,59588,54621.47,1.091,4966.529999999999,9.1
Illinois,2016,60960,55139.9,1.106,5820.0999999999985,10.6
Illinois,2017,62992,56612.33,1.113,6379.669999999998,11.3
Illinois,2018,65030,58108.63,1.119,6921.370000000003,11.9
Illinois,2019,69187,58846.42,1.176,10340.580000000002,17.6
Illinois,2021,72205,62916.95,1.148,9288.050000000003,14.8
Illinois,2022,76708,67769.15,1.132,8938.850000000006,13.2
Illinois,2023,80306,69000.09,1.164,11305.910000000003,16.4
Indiana,2008,47966,44230.63,1.084,3735.3700000000026,8.4
Indiana,2009,45424,44034.22,1.032,1389.7799999999988,3.2
Indiana,2010,44613,45441.27,0.982,-828.2699999999968,-1.8
Indiana,2011,46438,46885.33,0.99,-447.33000000000175,-1.0
Indiana,2012,46974,47932.41,0.98,-958.4100000000035,-2.0
Indiana,2013,47529,48727.08,0.975,-1198.0800000000017,-2.5
Indiana,2014,49446,49398.66,1.001,47.33999999999651,0.1
Indiana,2015,50532,48547.48,1.041,1984.5199999999968,4.1
Indiana,2016,52314,48840.99,1.071,3473.010000000002,7.1
Indiana,2017,54181,49618.23,1.092,4562.769999999997,9.2
Indiana,2018,55746,51740.93,1.077,4005.0699999999997,7.7
Indiana,2019,57603,52450.29,1.098,5152.709999999999,9.8
Indiana,2021,62743,55376.76,1.133,7366.239999999998,13.3
Indiana,2022,66785,59571.21,1.121,7213.790000000001,12.1
Indiana,2023,69477,62070.17,1.119,7406.830000000002,11.9
Iowa,2008,48980,41434.25,1.182,7545.75,18.2
Iowa,2009,48044,42426.53,1.132,5617.470000000001,13.2
Iowa,2010,47961,43997.4,1.09,3963.5999999999985,9.0
Iowa,2011,49427,45386.67,1.089,4040.3300000000017,8.9
Iowa,2012,50957,46785.67,1.089,4171.330000000002,8.9
Iowa,2013,52229,47481.71,1.1,4747.290000000001,10.0
Iowa,2014,53712,48388.8,1.11,5323.199999999997,11.0
Iowa,2015,54736,47425.22,1.154,7310.779999999999,15.4
Iowa,2016,56247,47923.4,1.174,8323.599999999999,17.4
Iowa,2017,58570,48967.4,1.196,9602.599999999999,19.6
Iowa,2018,59955,50981.47,1.176,8973.529999999999,17.6
Iowa,2019,61691,51749.85,1.192,9941.150000000001,19.2
Iowa,2021,65600,53419.61,1.228,12180.39,22.8
Iowa,2022,69588,57333.23,1.214,12254.769999999997,21.4
Iowa,2023,71433,59834.57,1.194,11598.43,19.4
Kansas,2008,50177,42891.5,1.17,7285.5,17.0
Kansas,2009,47817,43563.34,1.098,4253.6600000000035,9.8
Kansas,2010,48257,45027.01,1.072,3229.989999999998,7.2
Kansas,2011,48964,46981.7,1.042,1982.300000000003,4.2
Kansas,2012,50241,48081.95,1.045,2159.050000000003,4.5
Kansas,2013,50972,48373.05,1.054,2598.949999999997,5.4
Kansas,2014,52504,49256.55,1.066,3247.449999999997,6.6
Kansas,2015,53906,49041.56,1.099,4864.440000000002,9.9
Kansas,2016,54935,49024.79,1.121,5910.209999999999,12.1
Kansas,2017,56422,49804.03,1.133,6617.970000000001,13.3
Kansas,2018,58218,51149.78,1.138,7068.220000000001,13.8
Kansas,2019,62087,52329.13,1.186,9757.870000000003,18.6
Kansas,2021,64124,54332.75,1.18,9791.25,18.0
Kansas,2022,68925,58227.48,1.184,10697.519999999997,18.4
Kansas,2023,70333,60582.58,1.161,9750.419999999998,16.1
Kentucky,2008,41538,42841.89,0.97,-1303.8899999999994,-3.0
Kentucky,2009,40072,41886.93,0.957,-1814.9300000000003,-4.3
Kentucky,2010,40062,43749.74,0.916,-3687.739999999998,-8.4
Kentucky,2011,41141,45131.98,0.912,-3990.980000000003,-8.8
Kentucky,2012,41724,46224.69,0.903,-4500.690000000002,-9.7
Kentucky,2013,43399,47029.19,0.923,-3630.1900000000023,-7.7
Kentucky,2014,42958,47620.64,0.902,-4662.639999999999,-9.8
Kentucky,2015,45215,47271.27,0.957,-2056.269999999997,-4.3
Kentucky,2016,46659,47591.81,0.98,-932.8099999999977,-2.0
Kentucky,2017,48375,48268.9,1.002,106.09999999999854,0.2
Kentucky,2018,50247,49236.21,1.021,1010.7900000000009,2.1
Kentucky,2019,52295,50373.99,1.038,1921.010000000002,3.8
Kentucky,2021,55573,53032.89,1.048,2540.1100000000006,4.8
Kentucky,2022,59341,57433.44,1.033,1907.5599999999977,3.3
Kentucky,2023,61118,60182.71,1.016,935.2900000000009,1.6
Louisiana,2008,43733,43427.64,1.007,305.3600000000006,0.7
Louisiana,2009,42492,43018.49,0.988,-526.489999999998,-1.2
Louisiana,2010,42505,44707.94,0.951,-2202.9400000000023,-4.9
Louisiana,2011,41734,46639.51,0.895,-4905.510000000002,-10.5
Louisiana,2012,42944,47871.35,0.897,-4927.3499999999985,-10.3
Louisiana,2013,44164,48430.81,0.912,-4266.809999999998,-8.8
Louisiana,2014,44555,49366.9,0.903,-4811.9000000000015,-9.7
Louisiana,2015,45727,48748.28,0.938,-3021.279999999999,-6.2
Louisiana,2016,45146,49736.49,0.908,-4590.489999999998,-9.2
Louisiana,2017,46145,50156.12,0.92,-4011.1200000000026,-8.0
Louisiana,2018,47905,50476.56,0.949,-2571.5599999999977,-5.1
Louisiana,2019,51073,51750.98,0.987,-677.9800000000032,-1.3
Louisiana,2021,52087,54419.79,0.957,-2332.790000000001,-4.3
Louisiana,2022,55416,58495.1,0.947,-3079.0999999999985,-5.3
Louisiana,2023,58229,59352.48,0.981,-1123.4800000000032,-1.9
Maine,2008,46581,47317.89,0.984,-736.8899999999994,-1.6
Maine,2009,45734,47213.13,0.969,-1479.1299999999974,-3.1
Maine,2010,45815,47895.77,0.957,-2080.769999999997,-4.3
Maine,2011,46033,48923.76,0.941,-2890.760000000002,-5.9
Maine,2012,46709,50560.07,0.924,-3851.0699999999997,-7.6
Maine,2013,46974,51975.16,0.904,-5001.1600000000035,-9.6
Maine,2014,49462,48742.17,1.015,719.8300000000017,1.5
Maine,2015,51494,50430.94,1.021,1063.0599999999977,2.1
Maine,2016,53079,52167.54,1.017,911.4599999999991,1.7
Maine,2017,56277,53025.92,1.061,3251.0800000000017,6.1
Maine,2018,55602,54952.67,1.012,649.3300000000017,1.2
Maine,2019,58924,53500.51,1.101,5423.489999999998,10.1
Maine,2021,64767,58688.9,1.104,6078.0999999999985,10.4
Maine,2022,69543,65601.02,1.06,3941.979999999996,6.0
Maine,2023,73733,65659.93,1.123,8073.070000000007,12.3
Maryland,2008,70545,56123.71,1.257,14421.29,25.7
Maryland,2009,69272,56597.38,1.224,12674.620000000003,22.4
Maryland,2010,68854,56719.57,1.214,12134.43,21.4
Maryland,2011,70004,59319.5,1.18,10684.5,18.0
Maryland,2012,71122,59716.85,1.191,11405.150000000001,19.1
Maryland,2013,72483,61490.32,1.179,10992.68,17.9
Maryland,2014,73971,62069.29,1.192,11901.71,19.2
Maryland,2015,75847,61315.8,1.237,14531.199999999997,23.7
Maryland,2016,78945,61459.81,1.284,17485.190000000002,28.4
Maryland,2017,80776,62615.82,1.29,18160.18,29.0
Maryland,2018,83242,64298.69,1.295,18943.309999999998,29.5
Maryland,2019,86738,64930.31,1.336,21807.690000000002,33.6
Maryland,2021,90203,68759.3,1.312,21443.699999999997,31.2
Maryland,2022,94991,73843.86,1.286,21147.14,28.6
Maryland,2023,98678,75860.87,1.301,22817.130000000005,30.1
Massachusetts,2008,65401,54236.02,1.206,11164.980000000003,20.6
Massachusetts,2009,64081,54090.88,1.185,9990.120000000003,18.5
Massachusetts,2010,62072,54976.77,1.129,7095.230000000003,12.9
Massachusetts,2011,62859,56967.03,1.103,5891.970000000001,10.3
Massachusetts,2012,65339,58175.66,1.123,7163.3399999999965,12.3
Massachusetts,2013,66768,58695.43,1.138,8072.57,13.8
Massachusetts,2014,69160,60501.89,1.143,8658.11,14.3
Massachusetts,2015,70628,60362.05,1.17,10265.949999999997,17.0
Massachusetts,2016,75297,62202.84,1.211,13094.160000000003,21.1
Massachusetts,2017,77385,63380.09,1.221,14004.910000000003,22.1
Massachusetts,2018,79835,64524.04,1.237,15310.96,23.7
Massachusetts,2019,85843,66066.48,1.299,19776.520000000004,29.9
Massachusetts,2021,89645,69910.76,1.282,19734.240000000005,28.2
Massachusetts,2022,94488,76811.67,1.23,17676.33,23.0
Massachusetts,2023,99858,79169.09,1.261,20688.910000000003,26.1
Michigan,2008,48591,46676.46,1.041,1914.5400000000009,4.1
Michigan,2009,45255,46168.42,0.98,-913.4199999999983,-2.0
Michigan,2010,45413,47362.42,0.959,-1949.4199999999983,-4.1
Michigan,2011,45981,48517.06,0.948,-2536.0599999999977,-5.2
Michigan,2012,46859,49434.65,0.948,-2575.6500000000015,-5.2
Michigan,2013,48273,50152.88,0.963,-1879.8799999999974,-3.7
Michigan,2014,49847,51128.74,0.975,-1281.739999999998,-2.5
Michigan,2015,51084,49979.76,1.022,1104.239999999998,2.2
Michigan,2016,52492,50673.35,1.036,1818.6500000000015,3.6
Michigan,2017,54909,51285.99,1.071,3623.010000000002,7.1
Michigan,2018,56697,53247.11,1.065,3449.8899999999994,6.5
Michigan,2019,59584,54510.43,1.093,5073.57,9.3
Michigan,2021,63498,57108.84,1.112,6389.1600000000035,11.2
Michigan,2022,66986,61572.6,1.088,5413.4000000000015,8.8
Michigan,2023,69183,64056.21,1.08,5126.790000000001,8.0
Minnesota,2008,57288,48161.48,1.189,9126.519999999997,18.9
Minnesota,2009,55616,48387.21,1.149,7228.790000000001,14.9
Minnesota,2010,55459,48588.53,1.141,6870.470000000001,14.1
Minnesota,2011,56954,50328.83,1.132,6625.169999999998,13.2
Minnesota,2012,58906,51733.69,1.139,7172.309999999998,13.9
Minnesota,2013,60702,52413.76,1.158,8288.239999999998,15.8
Minnesota,2014,61481,53518.53,1.149,7962.470000000001,14.9
Minnesota,2015,63488,53623.12,1.184,9864.879999999997,18.4
Minnesota,2016,65599,53629.53,1.223,11969.470000000001,22.3
Minnesota,2017,68388,54864.64,1.246,13523.36,24.6
Minnesota,2018,70315,57251.61,1.228,13063.39,22.8
Minnesota,2019,74593,58254.61,1.28,16338.39,28.0
Minnesota,2021,77720,60984.88,1.274,16735.120000000003,27.4
Minnesota,2022,82338,66480.62,1.239,15857.380000000005,23.9
Minnesota,2023,85086,68579.32,1.241,16506.679999999993,24.1
Mississippi,2008,37790,41852.64,0.903,-4062.6399999999994,-9.7
Mississippi,2009,36646,40453.07,0.906,-3807.0699999999997,-9.4
Mississippi,2010,36851,42578.19,0.865,-5727.190000000002,-13.5
Mississippi,2011,36919,44404.85,0.831,-7485.8499999999985,-16.9
Mississippi,2012,37095,45057.79,0.823,-7962.790000000001,-17.7
Mississippi,2013,37963,45893.88,0.827,-7930.879999999997,-17.3
Mississippi,2014,39680,46418.81,0.855,-6738.809999999998,-14.5
Mississippi,2015,40593,45827.36,0.886,-5234.360000000001,-11.4
Mississippi,2016,41754,46488.72,0.898,-4734.720000000001,-10.2
Mississippi,2017,43529,47159.74,0.923,-3630.739999999998,-7.7
Mississippi,2018,44717,47558.22,0.94,-2841.220000000001,-6.0
Mississippi,2019,45792,48501.21,0.944,-2709.209999999999,-5.6
Mississippi,2021,48716,51243.75,0.951,-2527.75,-4.9
Mississippi,2022,52719,56263.11,0.937,-3544.1100000000006,-6.3
Mississippi,2023,54203,58213.77,0.931,-4010.769999999997,-6.9
Missouri,2008,46867,42463.55,1.104,4403.449999999997,10.4
Missouri,2009,45229,42840.74,1.056,2388.260000000002,5.6
Missouri,2010,44301,45119.33,0.982,-818.3300000000017,-1.8
Missouri,2011,45247,46514.45,0.973,-1267.449999999997,-2.7
Missouri,2012,45321,47454.21,0.955,-2133.209999999999,-4.5
Missouri,2013,46931,48503.88,0.968,-1572.8799999999974,-3.2
Missouri,2014,48363,49363.43,0.98,-1000.4300000000003,-2.0
Missouri,2015,50238,48677.49,1.032,1560.510000000002,3.2
Missouri,2016,51746,48786.11,1.061,2959.8899999999994,6.1
Missouri,2017,53578,49614.31,1.08,3963.6900000000023,8.0
Missouri,2018,54478,50858.71,1.071,3619.290000000001,7.1
Missouri,2019,57409,52241.51,1.099,5167.489999999998,9.9
Missouri,2021,61847,55123.39,1.122,6723.610000000001,12.2
Missouri,2022,64811,59208.84,1.095,5602.1600000000035,9.5
Missouri,2023,68545,61952.72,1.106,6592.279999999999,10.6
Montana,2008,43654,44727.74,0.976,-1073.739999999998,-2.4
Montana,2009,42322,43904.7,0.964,-1582.699999999997,-3.6
Montana,2010,42666,44863.51,0.951,-2197.510000000002,-4.9
Montana,2011,44222,47460.08,0.932,-3238.0800000000017,-6.8
Montana,2012,45076,47862.44,0.942,-2786.4400000000023,-5.8
Montana,2013,46972,48275.01,0.973,-1303.010000000002,-2.7
Montana,2014,46328,50867.25,0.911,-4539.25,-8.9
Montana,2015,49509,50130.16,0.988,-621.1600000000035,-1.2
Montana,2016,50027,50122.84,0.998,-95.83999999999651,-0.2
Montana,2017,53386,51229.76,1.042,2156.239999999998,4.2
Montana,2018,55328,52089.11,1.062,3238.8899999999994,6.2
Montana,2019,57153,54234.54,1.054,2918.459999999999,5.4
Montana,2021,63249,56191.29,1.126,7057.709999999999,12.6
Montana,2022,67631,59789.2,1.131,7841.800000000003,13.1
Montana,2023,70804,62257.73,1.137,8546.269999999997,13.7
Nebraska,2008,49693,42799.17,1.161,6893.830000000002,16.1
Nebraska,2009,47357,42882.91,1.104,4474.0899999999965,10.4
Nebraska,2010,48408,44751.75,1.082,3656.25,8.2
Nebraska,2011,50296,46391.87,1.084,3904.1299999999974,8.4
Nebraska,2012,50723,47703.51,1.063,3019.489999999998,6.3
Nebraska,2013,51440,47938.8,1.073,3501.199999999997,7.3
Nebraska,2014,52686,48788.17,1.08,3897.8300000000017,8.0
Nebraska,2015,54996,48602.77,1.132,6393.230000000003,13.2
Nebraska,2016,56927,48761.38,1.167,8165.620000000003,16.7
Nebraska,2017,59970,49148.96,1.22,10821.04,22.0
Nebraska,2018,59566,51161.76,1.164,8404.239999999998,16.4
Nebraska,2019,63229,52450.62,1.205,10778.379999999997,20.5
Nebraska,2021,66817,55569.08,1.202,11247.919999999998,20.2
Nebraska,2022,69597,58958.45,1.18,10638.550000000003,18.0
Nebraska,2023,74590,61758.0,1.208,12832.0,20.8
Nevada,2008,56361,51857.3,1.087,4503.699999999997,8.7
Nevada,2009,53341,51349.3,1.039,1991.699999999997,3.9
Nevada,2010,51001,50997.33,1.0,3.6699999999982538,0.0
Nevada,2011,48927,53317.48,0.918,-4390.480000000003,-8.2
Nevada,2012,49760,54003.1,0.921,-4243.0999999999985,-7.9
Nevada,2013,51230,53818.09,0.952,-2588.0899999999965,-4.8
Nevada,2014,51450,53841.57,0.956,-2391.5699999999997,-4.4
Nevada,2015,52431,53620.46,0.978,-1189.4599999999991,-2.2
Nevada,2016,55180,53656.81,1.028,1523.1900000000023,2.8
Nevada,2017,58003,56500.31,1.027,1502.6900000000023,2.7
Nevada,2018,58646,56756.74,1.033,1889.260000000002,3.3
Nevada,2019,63276,59341.0,1.066,3935.0,6.6
Nevada,2021,66274,61921.5,1.07,4352.5,7.0
Nevada,2022,72333,68126.16,1.062,4206.8399999999965,6.2
Nevada,2023,76364,71116.69,1.074,5247.309999999998,7.4
New Hampshire,2008,63731,53301.65,1.196,10429.349999999999,19.6
New Hampshire,2009,60567,53066.26,1.141,7500.739999999998,14.1
New Hampshire,2010,61042,53815.38,1.134,7226.620000000003,13.4
New Hampshire,2011,62647,55170.31,1.136,7476.690000000002,13.6
New Hampshire,2012,63280,56441.26,1.121,6838.739999999998,12.1
New Hampshire,2013,64230,57529.15,1.116,6700.8499999999985,11.6
