state,year,category,cost
Connecticut,2019,food,11353.95
Connecticut,2021,food,11153.965
Connecticut,2022,food,11623.28
Connecticut,2023,food,11197.78
Delaware,2008,food,11901.58
Delaware,2009,food,11722.640000000001
Delaware,2010,food,11675.259999999998
Delaware,2011,food,11787.730000000001
Delaware,2012,food,11436.75
Delaware,2013,food,11169.605
Delaware,2014,food,10999.175
Delaware,2015,food,11169.949999999999
Delaware,2016,food,11341.07
Delaware,2017,food,11098.42
Delaware,2018,food,11144.305
Delaware,2019,food,11007.685
Delaware,2021,food,10869.914999999999
Delaware,2022,food,10885.21
Delaware,2023,food,11311.745
District of Columbia,2008,food,12901.965
District of Columbia,2009,food,12969.355
District of Columbia,2010,food,12594.11
District of Columbia,2011,food,12403.785
District of Columbia,2012,food,12172.980000000001
District of Columbia,2013,food,12749.935
District of Columbia,2014,food,12145.265000000001
District of Columbia,2015,food,12170.45
District of Columbia,2016,food,12253.135
District of Columbia,2017,food,12033.025000000001
District of Columbia,2018,food,12322.48
District of Columbia,2019,food,12044.18
District of Columbia,2021,food,12400.105000000001
District of Columbia,2022,food,12343.87
District of Columbia,2023,food,12175.05
Florida,2008,food,11372.810000000001
Florida,2009,food,11153.16
Florida,2010,food,11176.734999999999
Florida,2011,food,11186.970000000001
Florida,2012,food,11264.25
Florida,2013,food,11331.869999999999
Florida,2014,food,11295.07
Florida,2015,food,11188.465
Florida,2016,food,11202.955
Florida,2017,food,11311.515000000001
Florida,2018,food,11239.18
Florida,2019,food,11052.88
Florida,2021,food,11311.63
Florida,2022,food,11272.185
Florida,2023,food,11317.955
Georgia,2008,food,10857.955
Georgia,2009,food,11026.085000000001
Georgia,2010,food,11090.945
Georgia,2011,food,11123.145
Georgia,2012,food,11171.33
Georgia,2013,food,11244.585
Georgia,2014,food,11167.42
Georgia,2015,food,11136.025
Georgia,2016,food,11158.220000000001
Georgia,2017,food,11169.720000000001
Georgia,2018,food,11247.0
Georgia,2019,food,11091.405
Georgia,2021,food,11111.529999999999
Georgia,2022,food,11227.335000000001
Georgia,2023,food,11308.18
Hawaii,2008,food,12276.825
Hawaii,2009,food,12519.705
Hawaii,2010,food,12489.115
Hawaii,2011,food,12476.465
Hawaii,2012,food,12218.175000000001
Hawaii,2013,food,12537.414999999999
Hawaii,2014,food,12546.615
Hawaii,2015,food,12738.894999999999
Hawaii,2016,food,12920.71
Hawaii,2017,food,12954.519999999999
Hawaii,2018,food,13410.84
Hawaii,2019,food,13254.785
Hawaii,2021,food,12660.234999999999
Hawaii,2022,food,12869.880000000001
Hawaii,2023,food,12294.305
Idaho,2008,food,11410.070000000002
Idaho,2009,food,11566.7
Idaho,2010,food,11394.545
Idaho,2011,food,11459.98
Idaho,2012,food,11287.135
Idaho,2013,food,11081.4
Idaho,2014,food,11178.46
Idaho,2015,food,11544.505000000001
Idaho,2016,food,11456.185
Idaho,2017,food,11632.135
Idaho,2018,food,11053.685
Idaho,2019,food,11373.73
Idaho,2021,food,11110.495
Idaho,2022,food,11046.785
Idaho,2023,food,10809.080000000002
Illinois,2008,food,11426.055
Illinois,2009,food,11693.085000000001
Illinois,2010,food,11751.85
Illinois,2011,food,11808.200000000003
Illinois,2012,food,11628.685
Illinois,2013,food,11491.375
Illinois,2014,food,11562.33
Illinois,2015,food,11345.67
Illinois,2016,food,11300.015
Illinois,2017,food,11504.715
Illinois,2018,food,11666.174999999997
Illinois,2019,food,11825.795
Illinois,2021,food,11926.42
Illinois,2022,food,11814.41
Illinois,2023,food,11601.085000000001
Indiana,2008,food,10675.335
Indiana,2009,food,10889.58
Indiana,2010,food,11097.615
Indiana,2011,food,11097.384999999998
Indiana,2012,food,11211.58
Indiana,2013,food,11180.529999999999
Indiana,2014,food,11306.34
Indiana,2015,food,11236.88
Indiana,2016,food,11157.3
Indiana,2017,food,11028.269999999999
Indiana,2018,food,11247.230000000001
Indiana,2019,food,11106.355
Indiana,2021,food,11003.545
Indiana,2022,food,10838.175
Indiana,2023,food,10905.335
Iowa,2008,food,9984.875
Iowa,2009,food,10480.984999999999
Iowa,2010,food,10975.140000000001
Iowa,2011,food,10977.44
Iowa,2012,food,11083.815
Iowa,2013,food,11030.685
Iowa,2014,food,11150.975
Iowa,2015,food,11153.619999999999
Iowa,2016,food,11038.965
Iowa,2017,food,10922.01
Iowa,2018,food,11018.84
Iowa,2019,food,11179.725
Iowa,2021,food,10819.66
Iowa,2022,food,10728.35
Iowa,2023,food,10933.05
Kansas,2008,food,10199.810000000001
Kansas,2009,food,10771.705
Kansas,2010,food,10983.995
Kansas,2011,food,11026.775000000001
Kansas,2012,food,11150.054999999998
Kansas,2013,food,11073.464999999998
Kansas,2014,food,11160.06
Kansas,2015,food,11208.59
Kansas,2016,food,11100.144999999999
Kansas,2017,food,11021.025
Kansas,2018,food,10925.805
Kansas,2019,food,11169.949999999999
Kansas,2021,food,10788.61
Kansas,2022,food,10762.16
Kansas,2023,food,10901.655
Kentucky,2008,food,11077.605
Kentucky,2009,food,10749.394999999999
Kentucky,2010,food,11098.535
Kentucky,2011,food,10964.675000000001
Kentucky,2012,food,10797.695
Kentucky,2013,food,10918.215
Kentucky,2014,food,10924.77
Kentucky,2015,food,10812.875
Kentucky,2016,food,10951.335
Kentucky,2017,food,10879.575
Kentucky,2018,food,10731.914999999999
Kentucky,2019,food,10909.015000000001
Kentucky,2021,food,10805.975
Kentucky,2022,food,10815.635
Kentucky,2023,food,10931.785
Louisiana,2008,food,11090.599999999999
Louisiana,2009,food,10812.76
Louisiana,2010,food,11118.314999999999
Louisiana,2011,food,11056.215000000002
Louisiana,2012,food,10986.984999999999
Louisiana,2013,food,11056.560000000001
Louisiana,2014,food,11078.869999999999
Louisiana,2015,food,10961.455
Louisiana,2016,food,11038.275
Louisiana,2017,food,11016.08
Louisiana,2018,food,10756.755000000001
Louisiana,2019,food,10935.35
Louisiana,2021,food,10943.86
Louisiana,2022,food,10801.72
Louisiana,2023,food,10585.405
Maine,2008,food,11525.185
Maine,2009,food,11576.244999999999
Maine,2010,food,11291.390000000001
Maine,2011,food,11311.17
Maine,2012,food,11391.21
Maine,2013,food,11325.66
Maine,2014,food,11300.359999999999
Maine,2015,food,11432.15
Maine,2016,food,11391.67
Maine,2017,food,11530.015
Maine,2018,food,11607.525
Maine,2019,food,11431.115
Maine,2021,food,11410.76
Maine,2022,food,11624.085
Maine,2023,food,11104.63
Maryland,2008,food,12049.585
Maryland,2009,food,12398.035
Maryland,2010,food,11971.730000000001
Maryland,2011,food,12060.28
Maryland,2012,food,11924.695
Maryland,2013,food,12042.225
Maryland,2014,food,11824.185
Maryland,2015,food,11739.544999999998
Maryland,2016,food,11790.490000000002
Maryland,2017,food,11727.01
Maryland,2018,food,11791.985
Maryland,2019,food,11634.09
Maryland,2021,food,11903.075
Maryland,2022,food,11832.005
Maryland,2023,food,11837.985
Massachusetts,2008,food,11326.695
Massachusetts,2009,food,11248.15
Massachusetts,2010,food,11474.585
Massachusetts,2011,food,11671.465
Massachusetts,2012,food,11650.535
Massachusetts,2013,food,11605.800000000001
Massachusetts,2014,food,11971.154999999999
Massachusetts,2015,food,11753.919999999998
Massachusetts,2016,food,11941.369999999999
Massachusetts,2017,food,11951.490000000002
Massachusetts,2018,food,11767.489999999998
Massachusetts,2019,food,11911.7
Massachusetts,2021,food,12146.185
Massachusetts,2022,food,12316.96
Massachusetts,2023,food,11777.494999999999
Michigan,2008,food,10962.835
Michigan,2009,food,11240.33
Michigan,2010,food,11298.06
Michigan,2011,food,11332.904999999999
Michigan,2012,food,11296.45
Michigan,2013,food,11316.345000000001
Michigan,2014,food,11341.300000000001
Michigan,2015,food,11249.07
Michigan,2016,food,11244.585
Michigan,2017,food,11194.675000000001
Michigan,2018,food,11315.885
Michigan,2019,food,11056.33
Michigan,2021,food,10890.269999999999
Michigan,2022,food,10725.13
Michigan,2023,food,10969.275000000001
Minnesota,2008,food,11061.16
Minnesota,2009,food,11468.26
Minnesota,2010,food,11292.655
Minnesota,2011,food,11414.095000000001
Minnesota,2012,food,11455.035
Minnesota,2013,food,11332.904999999999
Minnesota,2014,food,11629.03
Minnesota,2015,food,11535.42
Minnesota,2016,food,11339.92
Minnesota,2017,food,11518.055
Minnesota,2018,food,11613.619999999999
Minnesota,2019,food,11553.934999999998
Minnesota,2021,food,11526.219999999998
Minnesota,2022,food,11486.775
Minnesota,2023,food,11711.715
Mississippi,2008,food,11041.84
Mississippi,2009,food,10688.560000000001
Mississippi,2010,food,11094.165
Mississippi,2011,food,10959.96
Mississippi,2012,food,10734.215
Mississippi,2013,food,10876.01
Mississippi,2014,food,10814.945000000002
Mississippi,2015,food,10730.42
Mississippi,2016,food,10838.52
Mississippi,2017,food,10784.125000000002
Mississippi,2018,food,10710.87
Mississippi,2019,food,10914.305
Mississippi,2021,food,10837.140000000001
Mississippi,2022,food,10830.47
Mississippi,2023,food,10910.395
Missouri,2008,food,10049.39
Missouri,2009,food,10526.179999999998
Missouri,2010,food,11097.155
Missouri,2011,food,10963.065
Missouri,2012,food,11023.785
Missouri,2013,food,11134.53
Missouri,2014,food,11234.695
Missouri,2015,food,11206.865
Missouri,2016,food,11081.4
Missouri,2017,food,11041.61
Missouri,2018,food,11035.975
Missouri,2019,food,11287.480000000001
Missouri,2021,food,11323.705
Missouri,2022,food,11119.234999999999
Missouri,2023,food,11235.385
Montana,2008,food,11473.090000000002
Montana,2009,food,11462.74
Montana,2010,food,11420.765000000001
Montana,2011,food,11467.685
Montana,2012,food,11239.525
Montana,2013,food,11032.984999999999
Montana,2014,food,11188.695000000002
Montana,2015,food,11669.739999999998
Montana,2016,food,11718.155000000002
Montana,2017,food,11720.109999999999
Montana,2018,food,11052.765
Montana,2019,food,11377.295
Montana,2021,food,11126.94
Montana,2022,food,11082.09
Montana,2023,food,10843.35
Nebraska,2008,food,10292.73
Nebraska,2009,food,10626.46
Nebraska,2010,food,10987.56
Nebraska,2011,food,10994.345
Nebraska,2012,food,11099.685000000001
Nebraska,2013,food,11037.355
Nebraska,2014,food,11165.58
Nebraska,2015,food,11184.210000000001
Nebraska,2016,food,11076.34
Nebraska,2017,food,10942.365
Nebraska,2018,food,10882.68
Nebraska,2019,food,11172.825
Nebraska,2021,food,10877.275
Nebraska,2022,food,10795.74
Nebraska,2023,food,10954.9
Nevada,2008,food,11056.789999999999
Nevada,2009,food,11671.349999999999
Nevada,2010,food,11284.720000000001
Nevada,2011,food,11434.565
Nevada,2012,food,11456.53
Nevada,2013,food,11217.215
Nevada,2014,food,11089.795
Nevada,2015,food,11050.235
Nevada,2016,food,10950.76
Nevada,2017,food,11452.275
Nevada,2018,food,10998.14
Nevada,2019,food,11360.39
Nevada,2021,food,11126.595
Nevada,2022,food,11163.74
Nevada,2023,food,10877.505
New Hampshire,2008,food,11365.105
New Hampshire,2009,food,11309.1
New Hampshire,2010,food,11322.325
New Hampshire,2011,food,11484.82
New Hampshire,2012,food,11479.3
New Hampshire,2013,food,11440.890000000001
New Hampshire,2014,food,11693.315
New Hampshire,2015,food,11640.529999999999
New Hampshire,2016,food,11701.48
New Hampshire,2017,food,11717.465
New Hampshire,2018,food,11634.320000000002
New Hampshire,2019,food,11577.28
New Hampshire,2021,food,11742.995
New Hampshire,2022,food,12027.735
New Hampshire,2023,food,11512.995
New Jersey,2008,food,11924.349999999999
New Jersey,2009,food,12015.775000000001
New Jersey,2010,food,11519.665
New Jersey,2011,food,11748.745
New Jersey,2012,food,11997.489999999998
New Jersey,2013,food,12052.460000000001
New Jersey,2014,food,11733.335
New Jersey,2015,food,11946.199999999999
New Jersey,2016,food,11912.39
New Jersey,2017,food,11709.070000000002
New Jersey,2018,food,12300.515
New Jersey,2019,food,12114.100000000002
New Jersey,2021,food,11710.679999999998
New Jersey,2022,food,12047.975
New Jersey,2023,food,12320.525
New Mexico,2008,food,11237.339999999998
New Mexico,2009,food,11569.230000000001
New Mexico,2010,food,11241.25
New Mexico,2011,food,11349.35
New Mexico,2012,food,11400.525000000001
New Mexico,2013,food,11221.125
New Mexico,2014,food,11172.595
New Mexico,2015,food,11328.074999999999
New Mexico,2016,food,11270.0
New Mexico,2017,food,11591.655
New Mexico,2018,food,11059.320000000002
New Mexico,2019,food,11416.51
New Mexico,2021,food,11135.91
New Mexico,2022,food,11236.535
New Mexico,2023,food,10972.494999999999
New York,2008,food,12886.785
New York,2009,food,12593.305
New York,2010,food,12450.59
New York,2011,food,12414.71
New York,2012,food,12492.104999999998
New York,2013,food,12353.300000000001
New York,2014,food,12395.390000000001
New York,2015,food,12442.425
New York,2016,food,12423.68
New York,2017,food,12459.100000000002
New York,2018,food,12289.59
New York,2019,food,12089.145
New York,2021,food,11700.79
New York,2022,food,12005.195
New York,2023,food,12216.45
North Carolina,2008,food,11110.495
North Carolina,2009,food,10842.199999999999
North Carolina,2010,food,11133.035
North Carolina,2011,food,11071.395
North Carolina,2012,food,10980.66
North Carolina,2013,food,11031.605000000001
North Carolina,2014,food,10993.769999999999
North Carolina,2015,food,10904.07
North Carolina,2016,food,11008.375
North Carolina,2017,food,10999.75
North Carolina,2018,food,11013.55
North Carolina,2019,food,11001.475000000002
North Carolina,2021,food,11066.795
North Carolina,2022,food,10989.055
North Carolina,2023,food,11092.67
North Dakota,2008,food,9772.355
North Dakota,2009,food,10353.795
North Dakota,2010,food,10917.984999999999
North Dakota,2011,food,10919.595
North Dakota,2012,food,11006.305
North Dakota,2013,food,11002.395
North Dakota,2014,food,11209.74
North Dakota,2015,food,11208.015
North Dakota,2016,food,11060.93
North Dakota,2017,food,10892.914999999999
North Dakota,2018,food,10815.98
North Dakota,2019,food,11105.895
North Dakota,2021,food,10834.035
North Dakota,2022,food,10817.245
North Dakota,2023,food,11030.685
Ohio,2008,food,10608.865
Ohio,2009,food,10805.515
Ohio,2010,food,10865.314999999999
Ohio,2011,food,10899.125000000002
Ohio,2012,food,11071.395
Ohio,2013,food,11153.85
Ohio,2014,food,11187.315
Ohio,2015,food,11124.41
Ohio,2016,food,11065.185
Ohio,2017,food,10960.535
Ohio,2018,food,11180.415
Ohio,2019,food,11022.06
Ohio,2021,food,10861.75
Ohio,2022,food,10618.64
Ohio,2023,food,10735.939999999999
Oklahoma,2008,food,11125.905
Oklahoma,2009,food,10830.24
Oklahoma,2010,food,11140.164999999999
Oklahoma,2011,food,11063.345000000001
Oklahoma,2012,food,10943.17
Oklahoma,2013,food,11030.34
Oklahoma,2014,food,11022.06
Oklahoma,2015,food,10901.425000000001
Oklahoma,2016,food,10993.769999999999
Oklahoma,2017,food,10979.165
Oklahoma,2018,food,10737.435
Oklahoma,2019,food,10929.37
Oklahoma,2021,food,11018.265
Oklahoma,2022,food,10764.0
Oklahoma,2023,food,10601.849999999999
Oregon,2008,food,10960.650000000001
Oregon,2009,food,11684.230000000001
Oregon,2010,food,11472.515
Oregon,2011,food,11486.775
Oregon,2012,food,11541.86
Oregon,2013,food,11329.570000000002
Oregon,2014,food,11400.985
Oregon,2015,food,11417.085
Oregon,2016,food,11551.404999999999
Oregon,2017,food,11529.67
Oregon,2018,food,12021.064999999999
Oregon,2019,food,12012.555
Oregon,2021,food,12242.9
Oregon,2022,food,12550.525
Oregon,2023,food,12023.94
Pennsylvania,2008,food,11707.689999999999
Pennsylvania,2009,food,11699.525
Pennsylvania,2010,food,11492.064999999999
Pennsylvania,2011,food,11550.140000000001
Pennsylvania,2012,food,11472.4
Pennsylvania,2013,food,11304.845
Pennsylvania,2014,food,11320.37
Pennsylvania,2015,food,11566.585
Pennsylvania,2016,food,11548.874999999998
Pennsylvania,2017,food,11501.265000000001
Pennsylvania,2018,food,11478.954999999998
Pennsylvania,2019,food,11167.075
Pennsylvania,2021,food,10964.33
Pennsylvania,2022,food,11141.314999999999
Pennsylvania,2023,food,11412.945
Rhode Island,2008,food,11534.04
Rhode Island,2009,food,11605.225
Rhode Island,2010,food,11245.619999999999
Rhode Island,2011,food,11274.485
Rhode Island,2012,food,11232.395
Rhode Island,2013,food,11209.165
Rhode Island,2014,food,11196.63
Rhode Island,2015,food,11359.24
Rhode Island,2016,food,11334.285
Rhode Island,2017,food,11428.240000000002
Rhode Island,2018,food,11587.859999999999
Rhode Island,2019,food,11378.215
Rhode Island,2021,food,11292.655
Rhode Island,2022,food,11617.645
Rhode Island,2023,food,11128.09
South Carolina,2008,food,11117.97
South Carolina,2009,food,10825.525
South Carolina,2010,food,11111.300000000001
South Carolina,2011,food,11038.045
South Carolina,2012,food,10949.380000000001
South Carolina,2013,food,11028.845000000001
South Carolina,2014,food,11045.175000000001
South Carolina,2015,food,10923.735
South Carolina,2016,food,11014.7
South Carolina,2017,food,10991.699999999999
South Carolina,2018,food,10969.85
South Carolina,2019,food,11000.44
South Carolina,2021,food,11048.970000000001
South Carolina,2022,food,10863.705
South Carolina,2023,food,10988.710000000001
South Dakota,2008,food,9696.8
South Dakota,2009,food,10294.57
South Dakota,2010,food,10887.855000000001
South Dakota,2011,food,10895.215
South Dakota,2012,food,11042.185000000001
South Dakota,2013,food,11025.05
South Dakota,2014,food,11192.49
South Dakota,2015,food,11170.41
South Dakota,2016,food,11037.01
South Dakota,2017,food,10891.994999999999
South Dakota,2018,food,11017.115
South Dakota,2019,food,11245.390000000001
South Dakota,2021,food,10788.61
South Dakota,2022,food,10805.285
South Dakota,2023,food,11047.935000000001
Tennessee,2008,food,11095.66
Tennessee,2009,food,10810.805
Tennessee,2010,food,11115.67
Tennessee,2011,food,11044.14
Tennessee,2012,food,10950.99
Tennessee,2013,food,11039.425000000001
Tennessee,2014,food,11037.355
Tennessee,2015,food,10914.65
Tennessee,2016,food,11017.0
Tennessee,2017,food,10989.630000000001
Tennessee,2018,food,10620.595
Tennessee,2019,food,10868.88
Tennessee,2021,food,10797.58
Tennessee,2022,food,10864.74
Tennessee,2023,food,10899.125000000002
Texas,2008,food,11168.34
Texas,2009,food,11046.9
Texas,2010,food,11269.08
Texas,2011,food,11089.335
Texas,2012,food,11214.455
Texas,2013,food,11209.279999999999
Texas,2014,food,11183.06
Texas,2015,food,11150.975
Texas,2016,food,11303.35
Texas,2017,food,11159.83
Texas,2018,food,11156.725
Texas,2019,food,11254.82
Texas,2021,food,11324.97
Texas,2022,food,11178.345000000001
Texas,2023,food,11317.380000000001
Utah,2008,food,11138.67
Utah,2009,food,11618.105
Utah,2010,food,11361.31
Utah,2011,food,11500.345
Utah,2012,food,11450.894999999999
Utah,2013,food,11233.890000000001
Utah,2014,food,11130.735
Utah,2015,food,11189.385
Utah,2016,food,10983.074999999999
Utah,2017,food,11406.505000000001
Utah,2018,food,11160.980000000001
Utah,2019,food,11388.910000000002
Utah,2021,food,11087.61
Utah,2022,food,10921.895
Utah,2023,food,10697.07
Vermont,2008,food,11576.82
Vermont,2009,food,11640.529999999999
Vermont,2010,food,11324.74
Vermont,2011,food,11328.19
Vermont,2012,food,11399.145
Vermont,2013,food,11308.525
Vermont,2014,food,11283.225
Vermont,2015,food,11392.705
Vermont,2016,food,11362.0
Vermont,2017,food,11453.654999999999
Vermont,2018,food,11580.154999999999
Vermont,2019,food,11359.355
Vermont,2021,food,11309.33
Vermont,2022,food,11551.634999999998
Vermont,2023,food,11071.395
Virginia,2008,food,11811.19
Virginia,2009,food,11703.665
Virginia,2010,food,11691.244999999999
Virginia,2011,food,11567.39
Virginia,2012,food,11423.755000000001
Virginia,2013,food,11649.154999999999
Virginia,2014,food,11380.859999999999
Virginia,2015,food,11338.31
Virginia,2016,food,11409.035
Virginia,2017,food,11346.015
Virginia,2018,food,11478.609999999999
Virginia,2019,food,11391.9
Virginia,2021,food,11663.3
Virginia,2022,food,11557.039999999999
Virginia,2023,food,11534.27
Washington,2008,food,12015.315
Washington,2009,food,12046.135
Washington,2010,food,11856.385
Washington,2011,food,11929.985
Washington,2012,food,11541.515000000001
Washington,2013,food,11607.18
Washington,2014,food,11760.245000000003
Washington,2015,food,11916.645
Washington,2016,food,11807.05
Washington,2017,food,12168.609999999999
Washington,2018,food,12061.43
Washington,2019,food,12234.275
Washington,2021,food,12874.71
Washington,2022,food,13056.985
Washington,2023,food,12268.085000000001
West Virginia,2008,food,11144.305
West Virginia,2009,food,10859.91
West Virginia,2010,food,11185.245
West Virginia,2011,food,11042.53
West Virginia,2012,food,10828.86
West Virginia,2013,food,10976.635
West Virginia,2014,food,10924.080000000002
West Virginia,2015,food,10840.935
West Virginia,2016,food,10954.095
West Virginia,2017,food,10857.494999999999
West Virginia,2018,food,10972.84
West Virginia,2019,food,11008.375
West Virginia,2021,food,11111.875
West Virginia,2022,food,10869.914999999999
West Virginia,2023,food,11007.915
Wisconsin,2008,food,10491.68
Wisconsin,2009,food,10910.164999999999
Wisconsin,2010,food,10997.105
Wisconsin,2011,food,10974.91
Wisconsin,2012,food,11132.805
Wisconsin,2013,food,11054.375
Wisconsin,2014,food,11146.835
Wisconsin,2015,food,11328.88
Wisconsin,2016,food,11207.095
Wisconsin,2017,food,11202.15
Wisconsin,2018,food,11265.630000000001
Wisconsin,2019,food,11119.81
Wisconsin,2021,food,10939.949999999999
Wisconsin,2022,food,10638.995
Wisconsin,2023,food,10764.115
Wyoming,2008,food,11421.109999999999
Wyoming,2009,food,11382.01
Wyoming,2010,food,11342.91
Wyoming,2011,food,11371.89
Wyoming,2012,food,11360.619999999999
Wyoming,2013,food,11243.78
Wyoming,2014,food,11251.945
Wyoming,2015,food,11626.27
Wyoming,2016,food,11708.15
Wyoming,2017,food,11743.57
Wyoming,2018,food,11046.9
Wyoming,2019,food,11342.91
Wyoming,2021,food,11083.355
Wyoming,2022,food,11132.575
Wyoming,2023,food,10905.335
Alabama,2008,housing,18083.156
Alabama,2009,housing,18164.998
Alabama,2010,housing,18573.302
Alabama,2011,housing,18377.304
Alabama,2012,housing,18821.244
Alabama,2013,housing,18546.122000000003
Alabama,2014,housing,18093.726
Alabama,2015,housing,17892.292
Alabama,2016,housing,18274.624
Alabama,2017,housing,18458.239999999998
Alabama,2018,housing,18011.884000000002
Alabama,2019,housing,18203.654000000002
Alabama,2021,housing,18299.992
Alabama,2022,housing,17365.604
Alabama,2023,housing,18592.026
Alaska,2008,housing,31998.107999999997
Alaska,2009,housing,36139.434
Alaska,2010,housing,34331.662
Alaska,2011,housing,33217.282
Alaska,2012,housing,35175.752
Alaska,2013,housing,34677.452
Alaska,2014,housing,35228.602
Alaska,2015,housing,34593.194
Alaska,2016,housing,32833.742
Alaska,2017,housing,33033.062
Alaska,2018,housing,31639.03
Alaska,2019,housing,30593.204
Alaska,2021,housing,31216.23
Alaska,2022,housing,29167.763999999996
Alaska,2023,housing,29186.186
Arizona,2008,housing,31200.827999999998
Arizona,2009,housing,30160.136
Arizona,2010,housing,29263.498
Arizona,2011,housing,28621.446
Arizona,2012,housing,28744.058
Arizona,2013,housing,28272.938
Arizona,2014,housing,28007.178
Arizona,2015,housing,28318.842
Arizona,2016,housing,27919.598
Arizona,2017,housing,28245.456000000002
Arizona,2018,housing,28465.614
Arizona,2019,housing,28261.462
Arizona,2021,housing,30908.492000000002
Arizona,2022,housing,32085.990000000005
Arizona,2023,housing,32791.159999999996
Arkansas,2008,housing,17718.34
Arkansas,2009,housing,17340.538
Arkansas,2010,housing,18068.66
Arkansas,2011,housing,18425.02
Arkansas,2012,housing,18217.546000000002
Arkansas,2013,housing,18101.577999999998
Arkansas,2014,housing,18193.386000000002
Arkansas,2015,housing,17930.344
Arkansas,2016,housing,17911.620000000003
Arkansas,2017,housing,17407.280000000002
Arkansas,2018,housing,16960.924
Arkansas,2019,housing,17155.714000000004
Arkansas,2021,housing,17949.370000000003
Arkansas,2022,housing,16812.642
Arkansas,2023,housing,17114.037999999997
California,2008,housing,48729.814
California,2009,housing,48442.31
California,2010,housing,47726.268
California,2011,housing,47456.884
California,2012,housing,47172.098000000005
California,2013,housing,47025.325999999994
California,2014,housing,47696.068
California,2015,housing,47728.382
California,2016,housing,48344.46199999999
California,2017,housing,49081.342
California,2018,housing,49480.28400000001
California,2019,housing,49720.374
California,2021,housing,49827.583999999995
California,2022,housing,48356.844000000005
California,2023,housing,47667.378
Colorado,2008,housing,34383.606
Colorado,2009,housing,34171.602
Colorado,2010,housing,33870.206000000006
Colorado,2011,housing,35870.956
Colorado,2012,housing,34928.112
Colorado,2013,housing,35641.134
Colorado,2014,housing,36468.009999999995
Colorado,2015,housing,37409.344000000005
Colorado,2016,housing,38106.662
Colorado,2017,housing,38925.082
Colorado,2018,housing,38759.28400000001
Colorado,2019,housing,39574.382000000005
Colorado,2021,housing,39087.86
